ParentLocation,Location,Year,Sex,Cause,CauseCode,Average Estimated Number of Deaths,Lower Estimated Number of Death,Higher Estimated Number of Death,Date,Time
Africa,Cameroon,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,624.0,405.1,1021.0,25/08/2022,16:00:00
Africa,Cameroon,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,63.4,53.6,72.0,25/08/2022,16:00:00
Africa,Cameroon,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,85.6,69.7,100.1,25/08/2022,16:00:00
Africa,Cameroon,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,8646.0,6599.0,10238.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Both sexes,Stroke,ENVCAUSE114,12891.0,8228.0,19156.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,13942.0,11294.0,16831.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Female,Lower respiratory infections,ENVCAUSE039,16287.0,12928.0,18844.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Male,Lower respiratory infections,ENVCAUSE039,21244.0,16741.0,24731.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,303.9,264.2,337.4,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,330.1,276.7,377.2,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,3412.0,2432.0,5041.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,3575.0,2382.0,5542.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,37531.0,29570.0,43540.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Male,Stroke,ENVCAUSE114,6253.0,3914.0,9467.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,634.0,541.0,714.6,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Female,Stroke,ENVCAUSE114,6638.0,4299.0,9681.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Male,Ischaemic heart disease,ENVCAUSE113,6746.0,5392.0,8170.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,6987.0,4833.0,10581.0,25/08/2022,16:00:00
Africa,Democratic Republic of the Congo,2019,Female,Ischaemic heart disease,ENVCAUSE113,7196.0,5883.0,8643.0,25/08/2022,16:00:00
Africa,Congo,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,10.8,8.3,12.8,25/08/2022,16:00:00
Africa,Congo,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,1097.0,797.8,1364.0,25/08/2022,16:00:00
Africa,Congo,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,113.7,66.0,193.2,25/08/2022,16:00:00
Africa,Congo,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,120.5,76.4,198.4,25/08/2022,16:00:00
Africa,Congo,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,13.6,10.0,16.7,25/08/2022,16:00:00
Africa,Congo,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,234.2,143.6,390.7,25/08/2022,16:00:00
Africa,Congo,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,24.3,18.2,29.4,25/08/2022,16:00:00
Africa,Congo,2019,Male,Stroke,ENVCAUSE114,263.5,144.7,427.9,25/08/2022,16:00:00
Africa,Congo,2019,Male,Ischaemic heart disease,ENVCAUSE113,340.1,234.0,438.2,25/08/2022,16:00:00
Africa,Congo,2019,Female,Stroke,ENVCAUSE114,374.0,216.2,586.3,25/08/2022,16:00:00
Africa,Congo,2019,Female,Ischaemic heart disease,ENVCAUSE113,456.4,319.2,590.0,25/08/2022,16:00:00
Africa,Congo,2019,Female,Lower respiratory infections,ENVCAUSE039,532.9,389.5,659.7,25/08/2022,16:00:00
Africa,Congo,2019,Male,Lower respiratory infections,ENVCAUSE039,564.0,406.5,705.8,25/08/2022,16:00:00
Africa,Congo,2019,Both sexes,Stroke,ENVCAUSE114,637.6,360.3,1017.0,25/08/2022,16:00:00
Africa,Congo,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,796.5,553.2,1028.0,25/08/2022,16:00:00
Americas,Colombia,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,1094.0,50.6,3336.0,25/08/2022,16:00:00
Americas,Colombia,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,165.0,9.9,394.8,25/08/2022,16:00:00
Americas,Colombia,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,177.0,10.5,436.0,25/08/2022,16:00:00
Americas,Colombia,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,1971.0,109.1,4724.0,25/08/2022,16:00:00
Americas,Colombia,2019,Male,Stroke,ENVCAUSE114,271.2,14.1,752.4,25/08/2022,16:00:00
Americas,Colombia,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,342.0,20.4,828.6,25/08/2022,16:00:00
Americas,Colombia,2019,Female,Stroke,ENVCAUSE114,374.2,19.9,1049.0,25/08/2022,16:00:00
Americas,Colombia,2019,Male,Lower respiratory infections,ENVCAUSE039,413.0,23.4,974.9,25/08/2022,16:00:00
Americas,Colombia,2019,Female,Lower respiratory infections,ENVCAUSE039,469.8,27.2,1105.0,25/08/2022,16:00:00
Americas,Colombia,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,484.1,21.9,1445.0,25/08/2022,16:00:00
Americas,Colombia,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,610.4,28.5,1878.0,25/08/2022,16:00:00
Americas,Colombia,2019,Both sexes,Stroke,ENVCAUSE114,645.3,34.0,1801.0,25/08/2022,16:00:00
Americas,Colombia,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,882.7,50.3,2079.0,25/08/2022,16:00:00
Americas,Colombia,2019,Female,Ischaemic heart disease,ENVCAUSE113,981.7,54.2,2357.0,25/08/2022,16:00:00
Americas,Colombia,2019,Male,Ischaemic heart disease,ENVCAUSE113,989.1,54.5,2384.0,25/08/2022,16:00:00
Africa,Comoros,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Comoros,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.5,0.4,0.6,25/08/2022,16:00:00
Africa,Comoros,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.5,0.4,0.6,25/08/2022,16:00:00
Africa,Comoros,2019,Both sexes,Stroke,ENVCAUSE114,122.3,78.2,183.3,25/08/2022,16:00:00
Africa,Comoros,2019,Female,Lower respiratory infections,ENVCAUSE039,131.7,102.8,152.8,25/08/2022,16:00:00
Africa,Comoros,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,135.0,106.8,164.6,25/08/2022,16:00:00
Africa,Comoros,2019,Male,Lower respiratory infections,ENVCAUSE039,145.4,112.9,169.8,25/08/2022,16:00:00
Africa,Comoros,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,16.0,11.2,24.0,25/08/2022,16:00:00
Africa,Comoros,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,25.5,16.7,39.9,25/08/2022,16:00:00
Africa,Comoros,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,277.2,215.9,322.2,25/08/2022,16:00:00
Africa,Comoros,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,41.5,27.9,64.0,25/08/2022,16:00:00
Africa,Comoros,2019,Male,Stroke,ENVCAUSE114,52.7,33.1,80.1,25/08/2022,16:00:00
Africa,Comoros,2019,Female,Ischaemic heart disease,ENVCAUSE113,66.0,52.9,80.1,25/08/2022,16:00:00
Africa,Comoros,2019,Male,Ischaemic heart disease,ENVCAUSE113,69.0,53.8,84.6,25/08/2022,16:00:00
Africa,Comoros,2019,Female,Stroke,ENVCAUSE114,69.7,45.1,102.9,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,11.2,4.9,25.4,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Female,Stroke,ENVCAUSE114,14.4,6.4,28.2,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Male,Stroke,ENVCAUSE114,14.8,6.5,30.6,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Female,Lower respiratory infections,ENVCAUSE039,22.8,12.2,34.0,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Male,Ischaemic heart disease,ENVCAUSE113,25.2,13.9,39.9,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Male,Lower respiratory infections,ENVCAUSE039,27.0,14.2,40.8,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Both sexes,Stroke,ENVCAUSE114,29.2,12.9,58.5,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Female,Ischaemic heart disease,ENVCAUSE113,31.8,17.9,49.8,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,4.3,2.5,6.3,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,4.6,2.5,6.9,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,49.8,26.4,74.6,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,5.5,2.3,12.7,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,5.8,2.6,12.9,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,57.0,31.9,89.8,25/08/2022,16:00:00
Africa,Cabo Verde,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,8.9,5.0,13.1,25/08/2022,16:00:00
Americas,Costa Rica,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,14.3,4.8,29.4,25/08/2022,16:00:00
Americas,Costa Rica,2019,Male,Stroke,ENVCAUSE114,18.1,5.0,47.0,25/08/2022,16:00:00
Americas,Costa Rica,2019,Female,Lower respiratory infections,ENVCAUSE039,20.4,6.8,41.4,25/08/2022,16:00:00
Americas,Costa Rica,2019,Female,Stroke,ENVCAUSE114,22.6,6.3,58.7,25/08/2022,16:00:00
Americas,Costa Rica,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,23.0,5.7,62.2,25/08/2022,16:00:00
Americas,Costa Rica,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,24.2,6.2,68.1,25/08/2022,16:00:00
Americas,Costa Rica,2019,Male,Lower respiratory infections,ENVCAUSE039,24.6,8.1,50.6,25/08/2022,16:00:00
Americas,Costa Rica,2019,Female,Ischaemic heart disease,ENVCAUSE113,31.8,10.4,64.8,25/08/2022,16:00:00
Americas,Costa Rica,2019,Both sexes,Stroke,ENVCAUSE114,40.7,11.3,105.6,25/08/2022,16:00:00
Americas,Costa Rica,2019,Male,Ischaemic heart disease,ENVCAUSE113,44.3,14.4,91.0,25/08/2022,16:00:00
Americas,Costa Rica,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,44.9,14.8,91.4,25/08/2022,16:00:00
Americas,Costa Rica,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,47.1,11.9,127.7,25/08/2022,16:00:00
Americas,Costa Rica,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,6.0,2.0,12.1,25/08/2022,16:00:00
Americas,Costa Rica,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,76.2,24.7,156.3,25/08/2022,16:00:00
Americas,Costa Rica,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,8.3,2.8,17.3,25/08/2022,16:00:00
Americas,Cuba,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,158.0,12.4,422.6,25/08/2022,16:00:00
Americas,Cuba,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,181.0,10.4,593.4,25/08/2022,16:00:00
Americas,Cuba,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,182.6,9.9,591.2,25/08/2022,16:00:00
Americas,Cuba,2019,Male,Stroke,ENVCAUSE114,196.8,11.1,667.4,25/08/2022,16:00:00
Americas,Cuba,2019,Female,Stroke,ENVCAUSE114,214.2,12.2,721.3,25/08/2022,16:00:00
Americas,Cuba,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,216.7,16.7,599.1,25/08/2022,16:00:00
Americas,Cuba,2019,Male,Lower respiratory infections,ENVCAUSE039,339.5,19.3,912.2,25/08/2022,16:00:00
Americas,Cuba,2019,Female,Lower respiratory infections,ENVCAUSE039,349.4,19.6,918.5,25/08/2022,16:00:00
Americas,Cuba,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,363.6,20.3,1196.0,25/08/2022,16:00:00
Americas,Cuba,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,374.7,29.1,1022.0,25/08/2022,16:00:00
Americas,Cuba,2019,Both sexes,Stroke,ENVCAUSE114,411.0,23.4,1393.0,25/08/2022,16:00:00
Americas,Cuba,2019,Female,Ischaemic heart disease,ENVCAUSE113,480.3,37.6,1289.0,25/08/2022,16:00:00
Americas,Cuba,2019,Male,Ischaemic heart disease,ENVCAUSE113,493.0,38.3,1339.0,25/08/2022,16:00:00
Americas,Cuba,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,688.9,38.9,1842.0,25/08/2022,16:00:00
Americas,Cuba,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,973.4,75.9,2621.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Cyprus,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Czechia,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Germany,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Male,Stroke,ENVCAUSE114,110.0,62.7,173.8,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Female,Ischaemic heart disease,ENVCAUSE113,110.5,83.5,134.3,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Female,Stroke,ENVCAUSE114,110.9,65.3,169.7,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Male,Ischaemic heart disease,ENVCAUSE113,141.6,104.9,174.4,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Female,Lower respiratory infections,ENVCAUSE039,149.2,111.4,177.1,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Male,Lower respiratory infections,ENVCAUSE039,185.9,137.2,223.2,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,20.2,13.3,31.2,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Both sexes,Stroke,ENVCAUSE114,220.9,128.6,343.7,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,252.1,188.5,308.8,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,335.0,249.4,399.9,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,35.6,21.5,57.1,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,4.5,3.6,5.2,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,5.3,4.1,6.3,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,55.8,34.9,88.3,25/08/2022,16:00:00
Eastern Mediterranean,Djibouti,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,9.8,7.7,11.5,25/08/2022,16:00:00
Europe,Denmark,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Denmark,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Male,Lower respiratory infections,ENVCAUSE039,104.1,37.5,201.0,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Female,Lower respiratory infections,ENVCAUSE039,111.4,40.0,212.7,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,112.1,31.9,281.9,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Male,Stroke,ENVCAUSE114,182.2,56.7,434.8,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Female,Stroke,ENVCAUSE114,193.1,60.2,456.0,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,215.5,77.8,416.6,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Both sexes,Stroke,ENVCAUSE114,375.3,116.2,880.3,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Female,Ischaemic heart disease,ENVCAUSE113,390.1,137.6,718.2,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Male,Ischaemic heart disease,ENVCAUSE113,443.9,155.1,824.7,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,47.0,18.6,85.4,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,52.1,20.2,95.9,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,54.0,15.7,134.3,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,58.2,16.4,143.8,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,834.0,292.6,1546.0,25/08/2022,16:00:00
Americas,Dominican Republic,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,99.1,38.8,180.8,25/08/2022,16:00:00
Africa,Algeria,2019,Both sexes,Stroke,ENVCAUSE114,131.9,0.0,702.5,25/08/2022,16:00:00
Africa,Algeria,2019,Female,Ischaemic heart disease,ENVCAUSE113,176.7,0.0,930.6,25/08/2022,16:00:00
Africa,Algeria,2019,Male,Ischaemic heart disease,ENVCAUSE113,180.8,0.0,945.3,25/08/2022,16:00:00
Africa,Algeria,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,22.2,0.0,114.9,25/08/2022,16:00:00
Africa,Algeria,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,29.9,0.0,159.0,25/08/2022,16:00:00
Africa,Algeria,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,35.4,0.0,174.7,25/08/2022,16:00:00
Africa,Algeria,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,357.5,0.0,1877.0,25/08/2022,16:00:00
Africa,Algeria,2019,Female,Lower respiratory infections,ENVCAUSE039,40.4,0.0,201.2,25/08/2022,16:00:00
Africa,Algeria,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,42.5,0.0,209.7,25/08/2022,16:00:00
Africa,Algeria,2019,Male,Lower respiratory infections,ENVCAUSE039,42.6,0.0,216.2,25/08/2022,16:00:00
Africa,Algeria,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,52.1,0.0,270.8,25/08/2022,16:00:00
Africa,Algeria,2019,Male,Stroke,ENVCAUSE114,59.6,0.0,327.6,25/08/2022,16:00:00
Africa,Algeria,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,7.1,0.0,35.3,25/08/2022,16:00:00
Africa,Algeria,2019,Female,Stroke,ENVCAUSE114,72.4,0.0,374.1,25/08/2022,16:00:00
Africa,Algeria,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,83.0,0.0,417.5,25/08/2022,16:00:00
